,X,file_name,plot,block,treatment,year,month,day,plot_type,nphoto,GCC_mean,EGI_mean,ERI_mean,ExGmR,Date,pixel_length,pixel_width,DoY
544,1724,C28_01_07182025.jpeg,28,7,Deluge,2025,7,18,C,1,0.373071381,0.094222879,0.170660361,-0.076437482,7/18/25,955,1008,199
545,1725,C29_01_07182025.jpeg,29,8,Drought-Deluge,2025,7,18,C,1,0.341052604,0.020277686,0.171627495,-0.15134981,7/18/25,990,1031,199
546,1726,C30_01_07182025.jpeg,30,8,Drought,2025,7,18,C,1,0.341956502,0.025150324,0.196472243,-0.171321918,7/18/25,957,973,199
547,1727,C31_01_07182025.jpeg,31,8,Control,2025,7,18,C,1,0.360857403,0.075267597,0.187910131,-0.112642534,7/18/25,506,492,199
548,1728,C32_01_07182025.jpeg,32,8,Deluge,2025,7,18,C,1,0.370141693,0.092156086,0.179323666,-0.08716758,7/18/25,473,465,199
549,1729,C33_01_07182025.jpeg,33,9,Drought,2025,7,18,C,1,0.340374253,0.022173455,0.202443256,-0.180269801,7/18/25,492,488,199
550,1730,C34_01_07182025.jpeg,34,9,Drought-Deluge,2025,7,18,C,1,0.340143857,0.018423762,0.177210284,-0.158786522,7/18/25,451,468,199
551,1731,C35_01_07182025.jpeg,35,9,Deluge,2025,7,18,C,1,0.376057387,0.103818475,0.148892089,-0.045073614,7/18/25,456,446,199
552,1732,C36_01_07182025.jpeg,36,9,Control,2025,7,18,C,1,0.361417889,0.070074941,0.177091747,-0.107016806,7/18/25,459,467,199
553,1733,C37_01_07182025.jpeg,37,10,Deluge,2025,7,18,C,1,0.385409514,0.126227373,0.135253702,-0.009026329,7/18/25,483,513,199
554,1734,C38_01_07182025.jpeg,38,10,Control,2025,7,18,C,1,0.351555211,0.055074079,0.19544902,-0.140374941,7/18/25,395,422,199
555,1735,C39_01_07182025.jpeg,39,10,Drought-Deluge,2025,7,18,C,1,0.346916257,0.034424178,0.177083218,-0.14265904,7/18/25,486,469,199
556,1736,C40_01_07182025.jpeg,40,10,Drought,2025,7,18,C,1,0.338495475,0.015700166,0.190704292,-0.175004125,7/18/25,450,449,199
557,1817,C01_01_07212025.jpeg,1,1,Drought,2025,7,21,C,1,0.339895669,0.016266218,0.172504439,-0.156238221,7/21/25,392,399,202
558,1818,C02_01_07212025.jpeg,2,1,Drought-Deluge,2025,7,21,C,1,0.363694749,0.068515531,0.144665549,-0.076150019,7/21/25,408,408,202
559,1819,C03_01_07212025.jpeg,3,1,Control,2025,7,21,C,1,0.347766269,0.033101622,0.172468199,-0.139366577,7/21/25,918,911,202
560,1820,C04_01_07212025.jpeg,4,1,Deluge,2025,7,21,C,1,0.382617089,0.087127868,0.119011163,-0.031883295,7/21/25,424,407,202
561,1821,C05_01_07212025.jpeg,5,2,Deluge,2025,7,21,C,1,0.371624537,0.073707195,0.133854013,-0.060146818,7/21/25,879,873,202
562,1822,C06_01_07212025.jpeg,6,2,Control,2025,7,21,C,1,0.355128058,0.047722978,0.164983392,-0.117260414,7/21/25,888,913,202
563,1823,C07_01_07212025.jpeg,7,2,Drought,2025,7,21,C,1,0.351848178,0.056130888,0.200958445,-0.144827558,7/21/25,413,400,202
564,1824,C08_01_07212025.jpeg,8,2,Drought-Deluge,2025,7,21,C,1,0.351573504,0.04528262,0.15118217,-0.105899551,7/21/25,896,898,202
565,1825,C09_01_07212025.jpeg,9,3,Deluge,2025,7,21,C,1,0.367321318,0.065931354,0.152576568,-0.086645215,7/21/25,1028,1011,202
566,1826,C10_01_07212025.jpeg,10,3,Control,2025,7,21,C,1,0.348861573,0.038880095,0.179373178,-0.140493083,7/21/25,895,873,202
567,1827,C11_01_07212025.jpeg,11,3,Drought,2025,7,21,C,1,0.344109639,0.022740402,0.163195277,-0.140454874,7/21/25,824,842,202
568,1828,C12_01_07212025.jpeg,12,3,Drought-Deluge,2025,7,21,C,1,0.379792573,0.098869991,0.123667212,-0.024797222,7/21/25,903,881,202
569,1829,C13_01_07212025.jpeg,13,4,Drought-Deluge,2025,7,21,C,1,0.344506639,0.028183589,0.173230421,-0.145046832,7/21/25,911,883,202
570,1830,C14_01_07212025.jpeg,14,4,Drought,2025,7,21,C,1,0.338812804,0.011512467,0.168329093,-0.156816627,7/21/25,1011,989,202
571,1831,C15_01_07212025.jpeg,15,4,Deluge,2025,7,21,C,1,0.356061619,0.049308366,0.177091608,-0.127783243,7/21/25,885,872,202
572,1832,C16_01_07212025.jpeg,16,4,Control,2025,7,21,C,1,0.345341823,0.025304151,0.183471352,-0.158167201,7/21/25,955,962,202
573,1833,C17_01_07212025.jpeg,17,5,Drought-Deluge,2025,7,21,C,1,0.338574485,0.014759054,0.201335253,-0.186576199,7/21/25,870,885,202
574,1834,C18_01_07212025.jpeg,18,5,Drought,2025,7,21,C,1,0.341214853,0.022218229,0.183975485,-0.161757256,7/21/25,923,936,202
575,1835,C19_01_07212025.jpeg,19,5,Control,2025,7,21,C,1,0.356953123,0.032959995,0.128216585,-0.095256591,7/21/25,958,957,202
576,1836,C20_01_07212025.jpeg,20,5,Deluge,2025,7,21,C,1,0.369393832,0.073164326,0.153978012,-0.080813686,7/21/25,871,908,202
577,1837,C21_01_07212025.jpeg,21,6,Drought,2025,7,21,C,1,0.347230182,0.034020573,0.151588385,-0.117567812,7/21/25,219,222,202
578,1838,C22_01_07212025.jpeg,22,6,Drought-Deluge,2025,7,21,C,1,0.340916198,0.020398964,0.175221844,-0.15482288,7/21/25,467,467,202
579,1839,C23_01_07212025.jpeg,23,6,Deluge,2025,7,21,C,1,0.37054076,0.074446628,0.132691728,-0.0582451,7/21/25,503,469,202
580,1840,C24_01_07212025.jpeg,24,6,Control,2025,7,21,C,1,0.349637857,0.046239927,0.185583878,-0.139343951,7/21/25,427,449,202
581,1841,C25_01_07212025.jpeg,25,7,Drought,2025,7,21,C,1,0.33849907,0.013189843,0.16814427,-0.154954428,7/21/25,922,945,202
582,1842,C26_01_07212025.jpeg,26,7,Drought-Deluge,2025,7,21,C,1,0.381443158,0.111376976,0.116765127,-0.005388151,7/21/25,452,425,202
583,1843,C27_01_07212025.jpeg,27,7,Control,2025,7,21,C,1,0.355763414,0.047643413,0.152114286,-0.104470873,7/21/25,531,503,202
584,1844,C28_01_07212025.jpeg,28,7,Deluge,2025,7,21,C,1,0.381805661,0.085664115,0.129353871,-0.043689756,7/21/25,889,928,202
585,1845,C29_01_07212025.jpeg,29,8,Drought-Deluge,2025,7,21,C,1,0.339757588,0.016917747,0.171346931,-0.154429184,7/21/25,918,954,202
586,1846,C30_01_07212025.jpeg,30,8,Drought,2025,7,21,C,1,0.330270203,-0.00782802,0.203727986,-0.211556007,7/21/25,835,833,202
587,1847,C31_01_07212025.jpeg,31,8,Control,2025,7,21,C,1,0.352100421,0.043161362,0.170800755,-0.127639393,7/21/25,813,801,202
588,1848,C32_01_07212025.jpeg,32,8,Deluge,2025,7,21,C,1,0.360243361,0.059044945,0.170424746,-0.1113798,7/21/25,779,812,202
589,1849,C33_01_07212025.jpeg,33,9,Drought,2025,7,21,C,1,0.336800313,0.010553706,0.188071526,-0.17751782,7/21/25,342,355,202
590,1850,C34_01_07212025.jpeg,34,9,Drought-Deluge,2025,7,21,C,1,0.337241794,0.012167736,0.180238128,-0.168070392,7/21/25,437,437,202
591,1920,C01_01_07232025.jpeg,1,1,Drought,2025,7,23,C,1,0.341192914,0.021729274,0.190995192,-0.169265918,7/23/25,487,473,204
592,1921,C02_01_07232025.jpeg,2,1,Drought-Deluge,2025,7,23,C,1,0.361107486,0.06660061,0.181767287,-0.115166677,7/23/25,464,444,204
593,1922,C03_01_07232025.jpeg,3,1,Control,2025,7,23,C,1,0.343709343,0.028850222,0.187755744,-0.158905523,7/23/25,454,447,204
594,1923,C04_01_07232025.jpeg,4,1,Deluge,2025,7,23,C,1,0.39473683,0.096998343,0.128479653,-0.03148131,7/23/25,942,901,204
595,1924,C05_01_07232025.jpeg,5,2,Deluge,2025,7,23,C,1,0.360190236,0.058994596,0.168201222,-0.109206626,7/23/25,921,926,204
596,1925,C06_01_07232025.jpeg,6,2,Control,2025,7,23,C,1,0.352358447,0.048105253,0.185282964,-0.137177711,7/23/25,840,846,204
597,1926,C07_01_07232025.jpeg,7,2,Drought,2025,7,23,C,1,0.349751554,0.041543674,0.19819154,-0.156647866,7/23/25,931,940,204
598,1927,C08_01_07232025.jpeg,8,2,Drought-Deluge,2025,7,23,C,1,0.352308696,0.052290883,0.172649874,-0.12035899,7/23/25,209,203,204
599,1928,C09_01_07232025.jpeg,9,3,Deluge,2025,7,23,C,1,0.352561208,0.048386197,0.189845329,-0.141459131,7/23/25,712,717,204
600,1929,C10_01_07232025.jpeg,10,3,Control,2025,7,23,C,1,0.344350244,0.03347435,0.205564492,-0.172090142,7/23/25,803,820,204
601,1930,C11_01_07232025.jpeg,11,3,Drought,2025,7,23,C,1,0.34329467,0.028788387,0.193335592,-0.164547205,7/23/25,723,744,204
602,1931,C12_01_07232025.jpeg,12,3,Drought-Deluge,2025,7,23,C,1,0.362089071,0.078591383,0.154473684,-0.075882301,7/23/25,635,649,204
603,1932,C13_01_07232025.jpeg,13,4,Drought-Deluge,2025,7,23,C,1,0.340398275,0.01951035,0.192347773,-0.172837423,7/23/25,934,911,204
604,1933,C14_01_07232025.jpeg,14,4,Drought,2025,7,23,C,1,0.339342406,0.016459156,0.190346526,-0.17388737,7/23/25,925,919,204
605,1934,C15_01_07232025.jpeg,15,4,Deluge,2025,7,23,C,1,0.350994632,0.046745954,0.200851094,-0.15410514,7/23/25,917,870,204
606,1935,C16_01_07232025.jpeg,16,4,Control,2025,7,23,C,1,0.344067018,0.028869234,0.216594471,-0.187725238,7/23/25,909,897,204
607,1936,C17_01_07232025.jpeg,17,5,Drought-Deluge,2025,7,23,C,1,0.337661879,0.014863173,0.232918215,-0.218055041,7/23/25,835,846,204
608,1937,C18_01_07232025.jpeg,18,5,Drought,2025,7,23,C,1,0.340056197,0.022507585,0.20920282,-0.186695235,7/23/25,854,880,204
609,1938,C19_01_07232025.jpeg,19,5,Control,2025,7,23,C,1,0.349849982,0.040167669,0.159749607,-0.119581938,7/23/25,900,902,204
610,1939,C20_01_07232025.jpeg,20,5,Deluge,2025,7,23,C,1,0.358344327,0.06539726,0.173897366,-0.108500106,7/23/25,895,871,204
611,1940,C21_01_07232025.jpeg,21,6,Drought,2025,7,23,C,1,0.344345101,0.029535989,0.182145596,-0.152609607,7/23/25,888,908,204
612,1941,C22_01_07232025.jpeg,22,6,Drought-Deluge,2025,7,23,C,1,0.341415699,0.024021495,0.190169874,-0.166148379,7/23/25,946,977,204
613,1942,C23_01_07232025.jpeg,23,6,Deluge,2025,7,23,C,1,0.365903709,0.079563415,0.147070081,-0.067506667,7/23/25,903,921,204
614,1943,C24_01_07232025.jpeg,24,6,Control,2025,7,23,C,1,0.348058133,0.045271738,0.208638262,-0.163366523,7/23/25,904,897,204
615,1944,C25_01_07232025.jpeg,25,7,Drought,2025,7,23,C,1,0.338010035,0.01382907,0.196510895,-0.182681825,7/23/25,876,903,204
616,1945,C26_01_07232025.jpeg,26,7,Drought-Deluge,2025,7,23,C,1,0.377220992,0.115462743,0.12520922,-0.009746477,7/23/25,903,926,204
617,1946,C27_01_07232025.jpeg,27,7,Control,2025,7,23,C,1,0.353813344,0.052559463,0.178290595,-0.125731132,7/23/25,889,947,204
618,1947,C28_01_07232025.jpeg,28,7,Deluge,2025,7,23,C,1,0.37053143,0.091914762,0.155980213,-0.06406545,7/23/25,781,810,204
619,1948,C29_01_07232025.jpeg,29,8,Drought-Deluge,2025,7,23,C,1,0.343140153,0.031450029,0.248496702,-0.217046673,7/23/25,962,941,204
620,1949,C30_01_07232025.jpeg,30,8,Drought,2025,7,23,C,1,0.339999292,0.021126813,0.208446619,-0.187319806,7/23/25,916,906,204
621,1950,C31_01_07232025.jpeg,31,8,Control,2025,7,23,C,1,0.349000474,0.045781899,0.19297123,-0.147189332,7/23/25,884,902,204
622,1951,C32_01_07232025.jpeg,32,8,Deluge,2025,7,23,C,1,0.35339322,0.064002098,0.206065368,-0.14206327,7/23/25,898,919,204
623,1952,C33_01_07232025.jpeg,33,9,Drought,2025,7,23,C,1,0.335701133,0.007996408,0.213087082,-0.205090674,7/23/25,854,837,204
624,1953,C34_01_07232025.jpeg,34,9,Drought-Deluge,2025,7,23,C,1,0.336664622,0.010549051,0.210114142,-0.199565091,7/23/25,888,901,204
625,1954,C35_01_07232025.jpeg,35,9,Deluge,2025,7,23,C,1,0.361818978,0.08335139,0.168339954,-0.084988564,7/23/25,891,879,204
626,1955,C36_01_07232025.jpeg,36,9,Control,2025,7,23,C,1,0.349403913,0.048937141,0.199132918,-0.150195777,7/23/25,936,936,204
627,1956,C37_01_07232025.jpeg,37,10,Deluge,2025,7,23,C,1,0.379437941,0.115816314,0.137385001,-0.021568687,7/23/25,945,918,204
628,1957,C38_01_07232025.jpeg,38,10,Control,2025,7,23,C,1,0.344014666,0.033107234,0.193093445,-0.159986211,7/23/25,867,865,204
629,1958,C39_01_07232025.jpeg,39,10,Drought-Deluge,2025,7,23,C,1,0.343872384,0.027431947,0.189905648,-0.162473701,7/23/25,789,821,204
630,1959,C40_01_07232025.jpeg,40,10,Drought,2025,7,23,C,1,0.33577547,0.008690232,0.214746275,-0.206056042,7/23/25,865,895,204
631,2040,C01_01_07262025.jpeg,1,1,Drought,2025,7,26,C,1,0.339196764,0.016953545,0.19064375,-0.173690205,7/26/25,455,463,207
632,2041,C02_01_07262025.jpeg,2,1,Drought-Deluge,2025,7,26,C,1,0.354553657,0.056969855,0.161947866,-0.104978011,7/26/25,422,427,207
633,2042,C03_01_07262025.jpeg,3,1,Control,2025,7,26,C,1,0.34703117,0.035443052,0.191132866,-0.155689814,7/26/25,465,485,207
634,2043,C04_01_07262025.jpeg,4,1,Deluge,2025,7,26,C,1,0.385692923,0.0964799,0.128869827,-0.032389927,7/26/25,934,993,207
635,2044,C05_01_07262025.jpeg,5,2,Deluge,2025,7,26,C,1,0.362655117,0.066363106,0.148944755,-0.08258165,7/26/25,994,1009,207
636,2045,C06_01_07262025.jpeg,6,2,Control,2025,7,26,C,1,0.353877127,0.048889246,0.182383238,-0.133493992,7/26/25,957,962,207
637,2046,C07_01_07262025.jpeg,7,2,Drought,2025,7,26,C,1,0.349605061,0.040498262,0.168967148,-0.128468886,7/26/25,932,961,207
638,2047,C08_01_07262025.jpeg,8,2,Drought-Deluge,2025,7,26,C,1,0.352992375,0.051943026,0.175502847,-0.123559821,7/26/25,988,990,207
639,2048,C09_01_07262025.jpeg,9,3,Deluge,2025,7,26,C,1,0.352341433,0.047308788,0.178008107,-0.13069932,7/26/25,798,784,207
640,2049,C10_01_07262025.jpeg,10,3,Control,2025,7,26,C,1,0.350614834,0.045834953,0.197843008,-0.152008055,7/26/25,969,994,207
641,2050,C11_01_07262025.jpeg,11,3,Drought,2025,7,26,C,1,0.341717744,0.022254171,0.179439692,-0.157185521,7/26/25,890,870,207
642,2051,C13_01_07262025.jpeg,13,4,Drought-Deluge,2025,7,26,C,1,0.340175722,0.019308666,0.187028281,-0.167719614,7/26/25,975,970,207
643,2052,C14_01_07262025.jpeg,14,4,Drought,2025,7,26,C,1,0.337679876,0.012437004,0.197442157,-0.185005153,7/26/25,453,466,207
644,2053,C15_01_07262025.jpeg,15,4,Deluge,2025,7,26,C,1,0.354557562,0.052007729,0.186580816,-0.134573087,7/26/25,963,955,207
645,2054,C16_01_07262025.jpeg,16,4,Control,2025,7,26,C,1,0.344617456,0.028992484,0.192312339,-0.163319855,7/26/25,904,936,207
646,2055,C17_01_07262025.jpeg,17,5,Drought-Deluge,2025,7,26,C,1,0.342975913,0.027610298,0.210109093,-0.182498795,7/26/25,846,838,207
647,2056,C18_01_07262025.jpeg,18,5,Drought,2025,7,26,C,1,0.342683958,0.034430942,0.220575018,-0.186144077,7/26/25,964,964,207
648,2057,C19_01_07262025.jpeg,19,5,Control,2025,7,26,C,1,0.356335319,0.043878879,0.146130084,-0.102251205,7/26/25,1004,1016,207
649,2058,C20_01_07262025.jpeg,20,5,Deluge,2025,7,26,C,1,0.360327715,0.067627839,0.180362544,-0.112734705,7/26/25,985,1020,207
650,2059,C21_01_07262025.jpeg,21,6,Drought,2025,7,26,C,1,0.34559447,0.027851503,0.162557193,-0.13470569,7/26/25,1043,1015,207
651,2060,C22_01_07262025.jpeg,22,6,Drought-Deluge,2025,7,26,C,1,0.345895498,0.034313991,0.185449618,-0.151135627,7/26/25,1036,1033,207
652,2061,C23_01_07262025.jpeg,23,6,Deluge,2025,7,26,C,1,0.372290393,0.081956178,0.14682047,-0.064864292,7/26/25,901,930,207
653,2062,C24_01_07262025.jpeg,24,6,Control,2025,7,26,C,1,0.350175057,0.042935674,0.1812422,-0.138306527,7/26/25,967,943,207
654,2063,C25_01_07262025.jpeg,25,7,Drought,2025,7,26,C,1,0.340556668,0.017812297,0.172771056,-0.154958759,7/26/25,954,937,207
655,2064,C26_01_07262025.jpeg,26,7,Drought-Deluge,2025,7,26,C,1,0.381496453,0.121102218,0.121165042,-6.28E-05,7/26/25,1014,1016,207
656,2065,C27_01_07262025.jpeg,27,7,Control,2025,7,26,C,1,0.357829209,0.056322477,0.179192858,-0.122870381,7/26/25,990,976,207
657,2066,C28_01_07262025.jpeg,28,7,Deluge,2025,7,26,C,1,0.381566426,0.09786521,0.13529837,-0.03743316,7/26/25,955,936,207
658,2067,C29_01_07262025.jpeg,29,8,Drought-Deluge,2025,7,26,C,1,0.338280679,0.014407049,0.178211677,-0.163804628,7/26/25,963,968,207
659,2068,C30_01_07262025.jpeg,30,8,Drought,2025,7,26,C,1,0.341270606,0.024025309,0.19068394,-0.166658631,7/26/25,962,951,207
660,2069,C31_01_07262025.jpeg,31,8,Control,2025,7,26,C,1,0.350434638,0.042218566,0.184328682,-0.142110116,7/26/25,942,918,207
661,2070,C32_01_07262025.jpeg,32,8,Deluge,2025,7,26,C,1,0.362933771,0.072084416,0.187525698,-0.115441282,7/26/25,928,905,207
662,2071,C33_01_07262025.jpeg,33,9,Drought,2025,7,26,C,1,0.337324369,0.012754076,0.202464528,-0.189710452,7/26/25,933,932,207
663,2072,C34_01_07262025.jpeg,34,9,Drought-Deluge,2025,7,26,C,1,0.338547918,0.014860037,0.171544759,-0.156684722,7/26/25,970,946,207
664,2073,C35_01_07262025.jpeg,35,9,Deluge,2025,7,26,C,1,0.356015338,0.062901669,0.129190821,-0.066289153,7/26/25,976,955,207
665,2074,C36_01_07262025.jpeg,36,9,Control,2025,7,26,C,1,0.348879938,0.0465932,0.168613329,-0.12202013,7/26/25,984,985,207
666,2075,C37_01_07262025.jpeg,37,10,Deluge,2025,7,26,C,1,0.378232752,0.115934323,0.126343554,-0.010409231,7/26/25,224,225,207
667,2076,C38_01_07262025.jpeg,38,10,Control,2025,7,26,C,1,0.346701659,0.041866873,0.182194839,-0.140327966,7/26/25,868,850,207
668,2077,C39_01_07262025.jpeg,39,10,Drought-Deluge,2025,7,26,C,1,0.347653901,0.033264891,0.153470992,-0.120206101,7/26/25,909,899,207
669,2078,C40_01_07262025.jpeg,40,10,Drought,2025,7,26,C,1,0.33687277,0.012113,0.189641257,-0.177528257,7/26/25,470,459,207
670,2157,C01_01_07282025.jpeg,1,1,Drought,2025,7,28,C,1,0.337012648,0.009843081,0.150916601,-0.14107352,7/28/25,463,489,209
671,2158,C02_01_07282025.jpeg,2,1,Drought-Deluge,2025,7,28,C,1,0.347963696,0.035368449,0.145038448,-0.10967,7/28/25,465,457,209
672,2159,C03_01_07282025.jpeg,3,1,Control,2025,7,28,C,1,0.342599732,0.027149924,0.173127402,-0.145977479,7/28/25,455,458,209
673,2160,C04_01_07282025.jpeg,4,1,Deluge,2025,7,28,C,1,0.386284257,0.071585871,0.11130091,-0.039715039,7/28/25,935,944,209
674,2161,C05_01_07282025.jpeg,5,2,Deluge,2025,7,28,C,1,0.359079722,0.052915188,0.137843186,-0.084927998,7/28/25,920,931,209
675,2162,C06_01_07282025.jpeg,6,2,Control,2025,7,28,C,1,0.35149453,0.042539272,0.163931009,-0.121391737,7/28/25,948,960,209
676,2163,C07_01_07282025.jpeg,7,2,Drought,2025,7,28,C,1,0.351924716,0.038828446,0.147937903,-0.109109457,7/28/25,939,887,209
677,2164,C08_01_07282025.jpeg,8,2,Drought-Deluge,2025,7,28,C,1,0.354546681,0.049323008,0.151349396,-0.102026388,7/28/25,903,937,209
678,2165,C09_01_07282025.jpeg,9,3,Deluge,2025,7,28,C,1,0.349544739,0.035582987,0.14786076,-0.112277772,7/28/25,752,746,209
679,2166,C10_01_07282025.jpeg,10,3,Control,2025,7,28,C,1,0.341164629,0.024560299,0.181856374,-0.157296076,7/28/25,755,759,209
680,2167,C11_01_07282025.jpeg,11,3,Drought,2025,7,28,C,1,0.342078673,0.019717514,0.144022114,-0.1243046,7/28/25,767,743,209
681,2168,C12_01_07282025.jpeg,12,3,Drought-Deluge,2025,7,28,C,1,0.365028286,0.06044271,0.115757199,-0.055314489,7/28/25,659,646,209
682,2169,C14_01_07282025.jpeg,14,4,Drought,2025,7,28,C,1,0.337615744,0.012107461,0.185762768,-0.173655307,7/28/25,458,445,209
683,2170,C15_01_07282025.jpeg,15,4,Deluge,2025,7,28,C,1,0.349920891,0.038048947,0.169059842,-0.131010895,7/28/25,896,924,209
684,2171,C16_01_07282025.jpeg,16,4,Control,2025,7,28,C,1,0.353956335,0.041405408,0.149587807,-0.108182399,7/28/25,913,911,209
685,2172,C17_01_07282025.jpeg,17,5,Drought-Deluge,2025,7,28,C,1,0.342210854,0.022465023,0.195318932,-0.172853909,7/28/25,866,877,209
686,2173,C18_01_07282025.jpeg,18,5,Drought,2025,7,28,C,1,0.338860306,0.019580266,0.179059458,-0.159479191,7/28/25,876,874,209
687,2174,C19_01_07282025.jpeg,19,5,Control,2025,7,28,C,1,0.354145357,0.033883767,0.126462403,-0.092578635,7/28/25,955,977,209
688,2175,C20_01_07282025.jpeg,20,5,Deluge,2025,7,28,C,1,0.354692411,0.051250591,0.17089862,-0.119648029,7/28/25,902,931,209
689,2176,C21_01_07282025.jpeg,21,6,Drought,2025,7,28,C,1,0.344713177,0.020884234,0.140307588,-0.119423353,7/28/25,973,1010,209
690,2177,C23_01_07282025.jpeg,23,6,Deluge,2025,7,28,C,1,0.371220344,0.061958926,0.128618605,-0.06665968,7/28/25,976,948,209
691,2178,C24_01_07282025.jpeg,24,6,Control,2025,7,28,C,1,0.345558696,0.031577881,0.154437393,-0.122859513,7/28/25,931,922,209
692,2179,C25_01_07282025.jpeg,25,7,Drought,2025,7,28,C,1,0.337710549,0.011022738,0.148329945,-0.137307207,7/28/25,985,1005,209
693,2180,C26_01_07282025.jpeg,26,7,Drought-Deluge,2025,7,28,C,1,0.378706683,0.104529875,0.121881224,-0.017351349,7/28/25,935,951,209
694,2181,C27_01_07282025.jpeg,27,7,Control,2025,7,28,C,1,0.352403451,0.040507054,0.171223909,-0.130716855,7/28/25,931,965,209
695,2182,C28_01_07282025.jpeg,28,7,Deluge,2025,7,28,C,1,0.373563259,0.073873532,0.131292068,-0.057418535,7/28/25,934,939,209
696,2183,C29_01_07282025.jpeg,29,8,Drought-Deluge,2025,7,28,C,1,0.341196478,0.018900947,0.170078483,-0.151177535,7/28/25,987,965,209
697,2184,C30_01_07282025.jpeg,30,8,Drought,2025,7,28,C,1,0.345165248,0.030279745,0.176754962,-0.146475217,7/28/25,1028,1037,209
698,2185,C31_01_07282025.jpeg,31,8,Control,2025,7,28,C,1,0.35639196,0.048765574,0.163764437,-0.114998864,7/28/25,968,994,209
699,2186,C32_01_07282025.jpeg,32,8,Deluge,2025,7,28,C,1,0.360726163,0.063999429,0.165068264,-0.101068835,7/28/25,986,940,209
700,2187,C33_01_07282025.jpeg,33,9,Drought,2025,7,28,C,1,0.336234729,0.00947883,0.174511343,-0.165032513,7/28/25,892,887,209
701,2188,C34_01_07282025.jpeg,34,9,Drought-Deluge,2025,7,28,C,1,0.33675109,0.009303434,0.165157685,-0.155854251,7/28/25,865,893,209
702,2189,C35_01_07282025.jpeg,35,9,Deluge,2025,7,28,C,1,0.36107081,0.064028482,0.146172762,-0.08214428,7/28/25,929,893,209
703,2190,C36_01_07282025.jpeg,36,9,Control,2025,7,28,C,1,0.350141358,0.04366007,0.177965524,-0.134305454,7/28/25,979,1010,209
704,2191,C37_01_07282025.jpeg,37,10,Deluge,2025,7,28,C,1,0.38025168,0.082172005,0.135070326,-0.052898322,7/28/25,919,951,209
705,2192,C39_01_07282025.jpeg,39,10,Drought-Deluge,2025,7,28,C,1,0.357310502,0.049073771,0.14034376,-0.091269989,7/28/25,955,982,209
706,2193,C40_01_07282025.jpeg,40,10,Drought,2025,7,28,C,1,0.33918707,0.014542722,0.155984322,-0.1414416,7/28/25,962,974,209
707,2271,C01_01_07302025.jpeg,1,1,Drought,2025,7,30,C,1,0.340362102,0.021915299,0.206645063,-0.184729764,7/30/25,425,418,211
708,2272,C02_01_07302025.jpeg,2,1,Drought-Deluge,2025,7,30,C,1,0.356235219,0.05914734,0.158934885,-0.099787545,7/30/25,463,461,211
709,2273,C03_01_07302025.jpeg,3,1,Control,2025,7,30,C,1,0.344005798,0.028011885,0.197261848,-0.169249962,7/30/25,486,495,211
710,2274,C04_01_07302025.jpeg,4,1,Deluge,2025,7,30,C,1,0.371465277,0.078416305,0.140742809,-0.062326504,7/30/25,487,477,211
711,2275,C05_01_07302025.jpeg,5,2,Deluge,2025,7,30,C,1,0.352390284,0.045539403,0.161277406,-0.115738003,7/30/25,950,956,211
712,2276,C06_01_07302025.jpeg,6,2,Control,2025,7,30,C,1,0.349628098,0.041193719,0.185407642,-0.144213923,7/30/25,957,983,211
713,2277,C07_01_07302025.jpeg,7,2,Drought,2025,7,30,C,1,0.349876291,0.041811502,0.17911185,-0.137300348,7/30/25,972,969,211
714,2278,C08_01_07302025.jpeg,8,2,Drought-Deluge,2025,7,30,C,1,0.352518763,0.049563402,0.171328499,-0.121765097,7/30/25,931,910,211
715,2279,C09_01_07302025.jpeg,9,3,Deluge,2025,7,30,C,1,0.348966027,0.041135549,0.182319914,-0.141184365,7/30/25,774,787,211
716,2280,C10_01_07302025.jpeg,10,3,Control,2025,7,30,C,1,0.344914625,0.030700479,0.197251113,-0.166550634,7/30/25,825,852,211
717,2281,C11_01_07302025.jpeg,11,3,Drought,2025,7,30,C,1,0.342832974,0.022801953,0.186963435,-0.164161483,7/30/25,755,775,211
718,2282,C12_01_07302025.jpeg,12,3,Drought-Deluge,2025,7,30,C,1,0.360289597,0.067390903,0.151405081,-0.084014177,7/30/25,676,687,211
719,2283,C13_01_07302025.jpeg,13,4,Drought-Deluge,2025,7,30,C,1,0.342809261,0.025641385,0.196397845,-0.17075646,7/30/25,867,864,211
720,2284,C14_01_07302025.jpeg,14,4,Drought,2025,7,30,C,1,0.338878062,0.016013556,0.193488029,-0.177474473,7/30/25,473,480,211
721,2285,C15_01_07302025.jpeg,15,4,Deluge,2025,7,30,C,1,0.350838772,0.043337605,0.193917024,-0.150579419,7/30/25,1085,1102,211
722,2286,C16_01_07302025.jpeg,16,4,Control,2025,7,30,C,1,0.345495514,0.030299213,0.189859174,-0.159559961,7/30/25,892,866,211
723,2287,C17_01_07302025.jpeg,17,5,Drought-Deluge,2025,7,30,C,1,0.339386786,0.018891795,0.227293599,-0.208401803,7/30/25,888,885,211
724,2288,C18_01_07302025.jpeg,18,5,Drought,2025,7,30,C,1,0.343358727,0.031742825,0.204674094,-0.172931269,7/30/25,968,967,211
725,2289,C19_01_07302025.jpeg,19,5,Control,2025,7,30,C,1,0.352098969,0.039391527,0.16014936,-0.120757833,7/30/25,1032,1017,211
